article_id,entail_prob,hallucination_penalty,top1
276,0.9856501221656799,0.0,Top-seed Andy Roddick beats Delray Beach winner Kei Nishikori of Japan 6-2 6-4. American number one needed just 63 minutes to defeat 18-year-old Japanese. John Isner beat third-seeded German Tommy Haas 4-6 7-6 6-3 to advance.
277,0.9913927316665649,0.12,"No one has been charged in the probe based on ""credible allegations"" from a former Marine. Marine volunteered information during employment polygraph test administered by Secret Service. Allegations first surfaced on a Web site, defendourmarines.com. Web posting includes account from a Marine who alleges eight captured Iraqis were gunned down."
279,0.985526442527771,0.0,"Italian tennis players Potito Starace and Daniele Bracciali banned by ATP. Top player Starace suspended for six weeks and fined $30,000 for betting on matches. Italian Tennis Federation denounce the penalties as disproportionate. Concerns about match-fixing have risen since August."
280,0.9732168912887573,0.0,"Trevor Rees, formerly known as Trevor Rees-Jones, was front-seat passenger in the car. He sustained serious injuries in the August 31, 1997, crash. Rees says he received anonymous phone calls and letters after the accident. He has said the last thing he remembers that night was leaving the Ritz Hotel."
281,0.9038143157958984,0.12,"NEW: ""I'm glad I'm home. Praise God,"" Frederick Dominguez says. NEW: Family used branches and sticks to spell out ""Help"" near culvert, pilot says. Family lost way while searching for Christmas tree in Paradise, California. More than 80 searchers scoured the woods."
282,0.9287023544311523,0.12,"""No Country for Old Men"" wins best picture at 80th Academy Awards. Coens also win best director and best adapted screenplay. Four acting awards go to Europeans: Marion Cotillard, Daniel Day-Lewis, Javier Bardem. Swinton wins best supporting actress Oscar for her portrayal of Karen Crowder."
283,0.9607688188552856,0.0,"An American Airlines passenger complaining that she was having trouble breathing died on a flight last week. Flight attendants with sick passengers call Good Samaritan Hospital in Phoenix, Arizona. The top categories of in-flight illness are fainting, gastrointestinal problems, respiratory issues. By law, U.S.-based commercial airlines must carry automatic external defibrillators."
284,0.9830631017684937,0.12,"President Bush signs bill raising auto fuel economy standards for first time in decades. Bill also boosts federal support for alternative fuel research and energy conservation efforts. Senate Majority Leader Harry Reid, D-Nevada, calls bill ""a great, wonderful first step"" House opponents such as Rep. Joe Barton, R-Texas, call bill ""no-energy"""
285,0.9736291766166687,0.0,"U.S. President George W. Bush stresses role of faith-based groups in fight against AIDS. Bush calls struggle one of conscience and morals on eve of World AIDS Day. More than 2 million people have died of AIDS this year -- including 330,000 children."
286,0.9876708984375,0.5,"Oregon Supreme Court sends custody dispute back to trial court. Father converted to Judaism, told ex-wife he would convert as well. Mother objected, saying son had been raised in Russian Orthodox faith. Court: ""Forcing M at age 12 to undergo circumcision against his will could seriously affect"" relationship."
287,0.9716743230819702,0.12,"Two men were collecting crocodile eggs by a river bank in Australia's Northern Territory. A crocodile grabbed Jason Grant by the lower right arm, police said. The second man, Zac Fitzgerald, shot the crocodile, causing it to let go of Grant's arm. But a second shot that Fitzgerald fired struck Grant in the upper right arm."
288,0.8918187022209167,0.0,"Four active-duty U.S. soldiers charged with planning to rob drug traffickers. Rangers Carlos Lopez, David Ray White, Stefan Andre Champagne, Randy Spivey arrested. All four were to get a cut of the spoils of the robbery, affidavit says."
290,0.962410569190979,0.0,"Nearly 3 million gallons of sewage spilled into San Francisco Bay when a pump failed. A pump failed at the South Marin Sanitation District's waste treatment facility. The waste was released into Richardson Bay, an inlet of the large bay. Boaters are being warned to avoid the Richardson Bay area."
291,0.9535138607025146,0.5,"Sixty-two members of Gambino, Genovese and Bonanno families face 80 charges. Charges range from money laundering to illegal gambling and murder. Four members of the Gambino family are charged with eight crimes involving murder. Arrests were made in New York City; Long Island, New York; New Jersey."
292,0.9853721261024475,0.12,"CBS: Hussein said he didn't anticipate U.S. would invade Iraq over WMD. Agent George Piro: Hussein wanted to be seen as ""still the strong, defiant Saddam"" Hussein asked his generals to hold off allied forces for two weeks, Piro says."
294,0.9402397274971008,0.0,"""We are mixed and we are many things,"" says Phillip Rodriguez, a documentary filmmaker. Latinos ""very often don't share language,"" says Carl J. Kravetz, a longtime veteran of Hispanic marketing. ""For me...there is no such thing as a Latino identity,"" says professor of Puerto Rican and Latino studies."
295,0.9852826595306396,0.12,U.S. Navy moves guided-missile destroyer USS Cole to eastern Mediterranean. Deployment comes amid political standoff over Lebanon's presidency. Navy would not say whether the events are linked. The Cole was badly damaged by an al Qaeda bombing during a port call in Yemen.
299,0.8892579674720764,0.0,"Two-year-old Riley Ann Sawyers was beaten to death and her body was disposed of in Galveston Bay. Riley's body was found October 29 by a fisherman on an uninhabited island in the bay. Her identity was not known at first, and police dubbed her ""Baby Grace"""
300,0.9927800297737122,0.0,Abdul Rahman al-Lahem says his license to practice has been reinstated. He represented a woman who was kidnapped and raped by seven men. She was sentenced to 200 lashes and six months in prison. The case attracted international attention and cast light on the treatment of women.
301,0.987767219543457,0.0,"CNN is taking an in-depth look at contemporary Russia as part of the ""Eye on Russia"" series. We asked you to share your photos of Russia and tell us about your experiences in the country. Many of those who sent us photos were originally from other countries, like Justin Goney."
302,0.988097071647644,0.5,"Italian news agency says al Qaeda No. 2 Ayman al-Zawahiri began planning killing. Such a claim has not appeared on radical Islamist Web sites. Source of the claim was apparently Italian news agency, Adnkronos International. One Islamist Web site repeated the claim, but that Web site is not considered reliable."
303,0.9328955411911011,0.0,"Sen. Jim Webb, D-Virginia, opened and then immediately gaveled the Senate session to a close. Nearly all the senators left the Capitol for the Christmas holiday last week. Democrats are keeping the Senate in session to block President Bush's recess appointments. Similar sessions were conducted over the Thanksgiving recess."
304,0.9854819774627686,0.12,"President Bush proposes temporary, broad-based tax relief package. Bush: Package must include ""rapid income tax relief"" for consumers. Existing income tax cuts supported by Bush administration are due to expire in 2010. Democratic leaders in Congress expressed general support for Bush's proposal."
305,0.9798199534416199,0.0,"More than 150 people have abandoned a sinking cruise liner that collided with an iceberg. The ship sent out a distress call at around 10 p.m. ET Thursday. Some 154 people are reported to be on board ship, which carries a Liberian flag. Passengers and crew have been evacuated onto lifeboats."
306,0.9785876274108887,0.0,"Todd Barber has dedicated his life to restoring the world's ocean reef ecosystems. He created a ""Reef Ball"" to mimic and rehabilitate all forms of oceanic reefs. Reef Balls are circular structures with a hollow center that serve as a base habitat. They can also help control erosion and stabilize shorelines."
307,0.9968606233596802,0.12,"Valerie Gooding is in the top five most powerful businesswomen in Europe. Under her leadership BUPA has grown to over 8 million customers in over 190 countries. Women often lack confidence to go for the next job, the top job, she says. Gooding: ""I think men and women have very different styles of leadership"""
308,0.8103487491607666,0.12,"NEW: Firefighters will remain at the hotel until ""the fire is completely knocked out"" NEW: Cause of the fire is unknown; Welders had been working on the roof. No one was trapped, and there were no reports of major injuries. The 32-floor building was completely evacuated."
309,0.8814033269882202,0.0,"NEW: Huckabee was trying to turn attention away from his foreign policy knowledge, aide says. NEW: Huckabee's tough immigration talk is also aimed at helping him win male GOP voters. Huckabee said 660 Pakistanis entered the country illegally last year. Huckabee is the GOP front-runner in Iowa, according to most polls."
310,0.9647104740142822,0.0,"NEW: Sen. Joe Biden says Bush's policies are ""pushing us toward another Saigon moment"" President Bush draws parallels between the cost of pulling out of Iraq and ""the tragedy of Vietnam"" Bush reiterates his support for Iraqi PM Nuri al-Maliki."
311,0.8782607913017273,0.12,"The U.S. Marshals Service is the nation's oldest law enforcement agency. Its Southeast task force arrested more than 3,000 suspects in 2007. The Atlanta office is equipped with a locker full of high-powered weaponry. They also have a high-tech operations center, complete with flat screen TVs."
313,0.8679102063179016,0.0,"Nguyen Thi Thanh, 41, convicted for ""violating regulations protecting rare wild animals"" She was arrested last September after police raided a house that she rented. Officers found dead tigers, bear arms, monkey bones and elephant tusks. She told police she sold the animals' bone marrow for $400 per gram."
314,0.8117880821228027,0.0,"CNN.com readers share memories of Heath Ledger, who was found dead Tuesday. Dena Michnowih says she came across Ledger in Brooklyn, New York, teaching his young daughter. Kristy O'Connor took a prenatal yoga class with Ledger and Michelle Williams."
315,0.9966360330581665,0.0,"Erik Prince: ""There was definitely incoming small arms fire from insurgents"" He says there was no ""deliberate violence,"" committed by Blackwater employees. Prince says he expects the FBI investigation to provide many answers. Iraqi government accuses Blackwater guards of opening fire on civilians."
316,0.9080669283866882,0.12,"Victor Okumu, 51, a Kenyan doctor; Damien Lehalle, 27, a French logistician; and a Somali driver named Billan were the MSF workers. Also killed was journalist Hassan Kafi Hared, 36. Remote-controlled mine erupted as he was walking to a news conference in northern Kismayu."
318,0.99039626121521,0.0,"Tim Masters spent nine years in prison for the murder of Peggy Hettrick. On Tuesday, a judge threw out Masters' 1999 murder conviction. On Friday, a prosecutor asked a judge to dismiss the first-degree murder charge. The prosecutor did not rule out future prosecution."
319,0.9566464424133301,0.12,"Jamie Lynn Spears, 16, says she's pregnant and the father is her 18-year-old boyfriend. There has been no public talk of criminal prosecution in the case. Consensual sex between the two may well have been legal, depending on where and when it took place. Critics of the nation's statutory rape laws say laws are ignored in some cases."
320,0.9443840980529785,0.0,"Indian police accused of covering up murder of British teenager in Goa. Scarlett Keeling, 15, was found dead on Anjuna beach last month. A second autopsy suggested she had been raped and murdered. Police say they are investigating allegations of a cover-up and the actions of junior officers."
321,0.9371816515922546,0.12,"Victor Okumu, 51, a Kenyan doctor; Damien Lehalle, 27, a French logistician; and a Somali driver named Billan killed. Also killed was journalist Hassan Kafi Hared, 36. Remote-controlled mine erupted as he was walking to a news conference in northern Kismayu."
323,0.9774504899978638,0.0,Ricardo Izecson dos Santos Leite voted 2007 World Footballer of the Year by 96 journalists. Kaka won the award for his performance in the Champions League final. The 25-year-old Brazilian scored 10 goals as AC Milan won the Scudetto and the Super Cup.
324,0.884951651096344,0.12,"Marine Cpl. Cesar Laurean is charged with first-degree murder. He remains at large, and authorities say he may have fled to Mexico. Affidavit: Christina Laurean knew about death one day before reporting it to authorities. Laurean, a naturalized U.S. citizen, has mailed at least one letter from Texas."
325,0.9634303450584412,0.0,"NEW: Clinton: ""If your whole candidacy is about words, then they should be your own words"" NEW: Obama: ""Deval and I do trade ideas all the time, and you know he's occasionally used lines of mine"" Obama says he also used some of Deval Patrick's words at a Jefferson-Jackson dinner. Clinton campaign points to similarities between Obama and Patrick's speeches."
326,0.8939208984375,0.12,"NEW: Four dead adults were shot, two dead children were stabbed, sources say. NEW: Three other children who were wounded in the home were taken to a hospital. Police found six people -- two men, two women and two boys -- dead in a home. Neighbor says he heard gunshots coming from the house Saturday night."
327,0.9431838393211365,0.0,"Four men arrested in connection with shooting death of NFL player Sean Taylor. Police have more than one confession in the case and the individuals will be charged with murder. Taylor, 24, died Tuesday, a day after he was shot during an apparent burglary at his Miami home."
328,0.9813340306282043,0.5,"Rizana Nafeek was 17 when she started work in Saudi Arabia. She was convicted of killing a 4-month-old baby boy in her care. Her father says the child died accidentally, choking on milk. Rights groups say case highlights vulnerability of Sri Lankans who work abroad."
329,0.9457314014434814,0.0,"Atlanta Falcons quarterback Michael Vick is expected to plead guilty to federal conspiracy charges. CNN.com readers weigh in on whether they think Vick should be allowed back on the field. ""How can we allow someone like that to be a role model for children?"" asks one reader."
330,0.9676670432090759,0.12,"Billionaire Richard Branson left school at 16 to start his own record company. Branson now owns more than 300 companies, from cola to trains. He says the Virgin brand is ""absolutely paramount"" for his key lieutenants. ""I see my life as one long university education I never had,"" says Branson."
332,0.9760531783103943,0.5,"NEW: Police believe child they dubbed ""Baby Grace"" is actually 2-year-old Riley Ann Sawyers. NEW: DNA analysis is still in progress to confirm that identification. Mother, boyfriend arrested Saturday on charges of injuring a child and tampering with evidence. Fisherman discovered the body in a blue Sterilite plastic container on an uninhabited island."
333,0.9644611477851868,0.0,"NEW: Eric Rivera Jr., 17, charged as an adult with first-degree felony murder. NEW: Three other suspects appear in court via videoconference. Four men indicted on murder, burglary charges in slaying of Sean Taylor. Taylor, 24, died a day after he was shot during an apparent burglary at his home."
334,0.9814230799674988,0.0,"Football will pay tribute to Manchester United's Busby Babes on the 50th anniversary of the Munich air disaster. Eight players lost their lives on February 6, 1958, when Flight 609 ZU crashed on the third attempt to take off after re-fuelling in Germany."
335,0.9867464900016785,0.5,"Presidents of Sudan and Chad sign a non-aggression agreement late Thursday. Agreement aims to halt cross-border hostilities between the two African nations. Each country accuses the other of supporting armed rebel groups. U.N. says refugees and armed groups regularly crossing border between Sudan, Chad."
336,0.9751279950141907,0.12,"Sen. Larry Craig, R-Idaho, wants appeals court to overturn judge's decision. Judge refused to let Craig withdraw a guilty plea to misdemeanor charges. Craig entered guilty plea after his arrest in a men's room at the Minneapolis-St. Paul International Airport. Craig has denied he is gay."
337,0.9937022924423218,0.12,Queen Elizabeth opens Heathrow's $8.6 billion new Terminal 5 on Friday. The first flights from the new terminal are scheduled for March 27. It is part of a strategy which could lead to passenger numbers almost doubling to 122 million. Environmental groups have voiced concerns over the expansion.
340,0.9766438603401184,0.0,"Condoleezza Rice: No U.S. citizen or private organization will be allowed to engage in financial transactions. Treasury Secretary Henry Paulson: ""Iran funnels hundreds of millions of dollars each year through the international financial system"" The move marks the first time the United States has attempted to punish another country's military through sanctions."
341,0.8864156007766724,0.0,"Sheikha Lubna Al Qasimi is the first woman to hold a ministerial post in the United Arab Emirates. In 2000, she founded Tejari, the first Middle Eastern business-to-business marketplace. 70 percent of Dubai's government purchases are made online, she says."
342,0.878592312335968,0.0,"NEW: New York Times: Spitzer paid $4,300 for 2½ hours with a call girl he arranged to meet. Spitzer announced his resignation Wednesday, two days after reports of his connection. He has not been charged with a crime. The investigation began when New York's North Fork Bank notified Treasury Department."
344,0.9356088638305664,0.0,"Myanmar's pro-democracy leader Aung San Suu Kyi ""ready to cooperate"" U.N. special envoy Ibrahim Gambari says she is committed to pursuing dialogue. Gambari met with Myanmar's prime minister, Gen. Thein Sein, and other government officials. Aung Kyi was appointed as liaison officer amid international pressure following crackdown."
346,0.9300824403762817,0.0,"Pakistan election officials disqualify opposition party leader Nawaz Sharif. Sharif was convicted of terrorism, hijacking and tax evasion in 1999. He was released in 2000 in exchange for agreeing to 10 years of exile in Saudi Arabia. He returned to Pakistan last month after seven years in exile."
347,0.9313334822654724,0.0,AC Milan's Brazilian midfielder Kaka has been named European player of the year. The 25-year-old was a major factor in AC Milan's triumphant Champions League campaign. Manchester United's Portuguese winger Cristiano Ronaldo was runner-up. Barcelona's Argentinian midfielder Lionel Messi finished third.
348,0.9950734972953796,0.0,"European leaders agree to send 1,800-strong security force to Kosovo. Kosovo is expected to declare independence from Serbia early in the new year. Serbia insists the region should remain autonomous within its borders. European leaders trying to balance readiness to back Kosovan independence with incentives."
349,0.9765688180923462,0.12,"Tocopilla, Chile, north of Santiago, is about 35 km (21 miles) from the quake's epicenter. ""There are more than a thousand, 1,200 houses, at least, that were totally flattened,"" mayor says. Quake collapsed a roadway tunnel, temporarily trapping about 50 construction workers."
350,0.9783816337585449,0.0,"""There is no evidence of intent on the part of the minor,"" prosecutors say. The boy had faced possible charges in juvenile court. The fire started October 21 in the Agua Dulce community north of Los Angeles. It was one of nearly two dozen wind-whipped wildfires in southern California."
351,0.9647992253303528,0.12,"NEW: Police find ""trace of violent activity in the house,"" sheriff says. Lance Cpl. Maria Lauterbach, 20, reported missing from Camp Lejeune, North Carolina, December 19. Suspect Cesar Armando Laurean is the suspected killer, and is being sought. Authorities searching Laurean's home found a cavity in his backyard earlier Friday."
352,0.995179295539856,0.0,"Investigators smuggled bomb-making components into U.S. airports, GAO says. GAO: Investigators took advantage of ""weaknesses in TSA procedures and other vulnerabilities"" GAO recommends special screening lines based on risk and passengers with special needs. TSA chief defends administration's policies and procedures, says they are effective."
354,0.9766839146614075,0.5,"Fantasy author Terry Pratchett has been diagnosed with a rare form of Alzheimer's. The 59-year-old says he plans to continue writing his multi-million selling Discworld books. His books have, according to his Web site, sold more than 45 million copies worldwide in 33 languages."
355,0.9801745414733887,0.12,Iraqi forces detain suspected leader of a terrorist cell network. Cell believed to be funded by Saddam Hussein's eldest daughter. Raghad Hussein is wanted by Iraqi authorities on terrorism charges. She has been living in Jordan under the protection of the royal family. The raid happened Sunday in Hussein's hometown of Tikrit.
356,0.9920365214347839,0.0,"Sen. Hillary Clinton's eyes welled with tears as she spoke in New Hampshire. Clinton: ""I couldn't do it if I just didn't, you know, passionately believe it was the right thing to do"" ""This is very personal for me, it's not just political,"" she says."
357,0.9213036298751831,0.0,"Amnesty: ""A climate of impunity has prevailed, the economy is in tatters"" Red Cross: ""Despite limited improvements in security in some areas, armed violence is still having a disastrous impact"" Both reports slam the Iraqi government for failing to grapple with the critical needs."
358,0.8862621784210205,0.12,"Festival del Sole in Napa Valley, California, has just concluded its second year. Organizer Barrett Wissman: ""It's a mission in my life to have more and more people enjoy and love the arts"" IMG Artists' roster includes violinists Joshua Bell and Itzhak Perlman."
359,0.9902365803718567,0.0,Lyon stay four points clear at the top of the French league with a 2-0 win over Valenciennes. Goals from Juninho and Sidney Govou give the six-time champions the win. Nancy celebrate their 40th anniversary with a 1-0 victory over Girondins Bordeaux.
360,0.990740180015564,0.0,"Sen. Hillary Clinton wins New Hampshire primary with 39 percent of vote to Sen. Barack Obama's 37 percent. Clinton ahead of Obama 45 percent to 34 percent among those who said they were registered Democrats. Clinton claimed majority of women's votes, in contrast to last week's Iowa caucuses."
361,0.8655096888542175,0.0,"U.N. Secretary-General Ban Ki-moon is ""urgently dispatching"" a special envoy to Myanmar. The envoy, Ibrahim Gambari, is scheduled to lead a briefing on the situation in Myanmar. Protests at the crackdown have taken place overseas, including one outside the Myanmar embassy."
362,0.9062987565994263,0.12,"Single-sex service is available on four major lines in Mexico City. One woman described the service as ""excellent,"" saying it's ""more comfortable"" Last year, the government received seven complaints of sexual abuse aboard the city's buses. Authorities said that a single complaint is enough to justify such measures."
363,0.9863898158073425,0.0,"Kuwait's leader dissolved parliament on Wednesday and called for early elections. Cabinet resigned this week following a power struggle with the government. Sheikh Sabah al-Ahmad al-Sabah said he was forced to dissolve parliament. New elections have been set for May 17, according to state-run news agency."
364,0.9514927268028259,0.12,"NEW: Bodies found in wooded area of Columbus, Georgia, FBI says. NEW: A coroner will confirm the identities of Eddie Harrington and his three children. Harrington, 28, took the children March 5, police said. Harrington sent a letter indicating his intent to kill the children, police say."
365,0.9430914521217346,0.0,"Keri Christensen is among the first women in the U.S. to be classified as combat veterans. Women have made up about 11 percent of the military force in Iraq and Afghanistan. In 2007, the VA diagnosed 60,000 veterans with post-traumatic stress disorder. 22 percent of women suffered from ""military sexual trauma,"" VA found."
366,0.9031469821929932,0.5,"More than 500,000 women worldwide die each year as a result of childbirth complications. Nearly 7 million babies are either born dead or die within 28 days of their life. One H.E.A.R.T. provides childbirth education and equipment to those in need."
367,0.9096323847770691,0.12,Bodies of Chandrasekhar Reddy Komma and Kiran Kumar Allam found in apartment. No suspects identified in what police are investigating as a double homicide. Neighbors told police three strange men were seen in the area. Emergency text messages were sent to students and faculty across the LSU campus.
368,0.9223698377609253,0.5,"NEW: Arrests reinforce fears in Europe that radical Islam is trying to suppress free speech. NEW: Newspaper editor: ""The arrests have hopefully thwarted the murder plans"" Danish citizen is charged with a terrorism offense, the intelligence service says. The operation took place in the Aarhus area of western Denmark."
369,0.9787119626998901,0.0,"South Africa, Argentina, Thailand, Brazil, Costa Rica, India and Singapore have become major players. Cosmetic, or elective, procedures aren't covered by insurance, so cost is motivating factor. International Society of Aesthetic Plastic Surgery warns against low-cost surgery. Some medical professionals fear patients will overlook severity of invasive surgeries."
370,0.9508717060089111,0.12,"Fossilized remains of a giant rodent have been found in Uruguay. The 3-meter-long creature weighed 1,000 kilograms and was 1.5 meters tall. Scientists believe it lived about four million years ago in South America. The largest living rodent is a 50 kilogram guinea pig found in the region."
372,0.8414279222488403,0.0,"Atlanta topped Los Angeles in reporting the most bank heists, FBI says. FBI says violent crime is up across the nation, especially in major metro areas like Atlanta. Atlanta's rapid growth over the last decade has also been a factor. Atlanta has 26 more banks than in all of North Carolina."
373,0.9773504734039307,0.0,"""I am not the bad person or the beast I've been made out to be,"" Michael Vick writes. Vick was sentenced to 23 months in prison for financing a dogfighting ring. Other letters supporting Vick were sent by his mother, his seventh-grade teacher and children."
374,0.9495754837989807,0.0,"Steven Spielberg found stolen Norman Rockwell painting in his collection. Recovering masterpieces happens in less than 5 percent of cases, FBI says. Art thieves do a simple risk versus reward evaluation, expert says. On Sunday, robbers made off with four paintings worth an estimated $163 million."
375,0.9484249353408813,0.0,"Pete Sampras beats current world number one Roger Federer 7-6 6-4 in Macau. Federer had one the two previous clashes in an Asian series in straight sets. American ace Sampras downplayed his victory, noting Federer was coming off a long season."
376,0.980643630027771,0.0,"Alex Trebek, 67, has hosted ""Jeopardy!"" for 23 years. Trebek suffered a minor heart attack at his home Monday night. He is recovering at a local hospital, and it is not clear when he will be released. He has hosted a number of game shows, including ""High Rollers"""
377,0.9912073016166687,0.12,Archaeologists find what they think are ruins of an Aztec pyramid in Mexico City. Construction workers unearthed ancient walls in Iztapalapa neighborhood in June. Government archeologists believe they may be part of the main pyramid of the Aztec city. The main pyramid was destroyed by conquistador Hernan Cortes in the 16th century.
379,0.9690951704978943,0.12,"Two men, 36 and 18, sentenced to 15 years in prison for rape of 15-year-old French boy. The boy's mother, Veronique Robert, promised to appeal the sentence. Robert believes crime is tantamount to attempted murder because attacker was HIV-positive. Dubai government spokesman says sentence is not lenient."
380,0.957832396030426,0.0,Chile and Peru have bickered over the rich Pacific coast fishing waters for years. Peru published a new map on Sunday that pushes its bid to negotiate a new sea border. Chile's government protested the move and said it was calling home its ambassador. Peruvian President Alan Garcia said in June his country would take Chile to the International Court.
381,0.9910337328910828,0.12,"President Bush says bill ""moves our country's health care system in the wrong direction"" Bill would have expanded State Children's Health Insurance Program by nearly $35 billion. House Speaker Nancy Pelosi calls for a January 23 vote on whether to override the veto. SCHIP covers about 6 million children whose parents earn too much to qualify for Medicaid."
383,0.9771695733070374,0.0,U.S. radar picked up the Russian turbo-prop Tupolev-95 planes about 500 miles off the Alaska coast. U.S fighters from Elmendorf Air Force Base were dispatched to meet the bombers. The United States maintains the air exclusion zone off the coast of Alaska.
385,0.9923303723335266,0.0,"NEW: Bill Clinton says Oprah Winfrey has ""the best combination of mind and heart"" NEW: Winfrey praises Obama's ""ear for eloquence and tongue for unvarnished truth"" Obama campaign officials estimate more than 30,000 people in South Carolina. South Carolina is one of the first states to hold its presidential primary."
387,0.8846656084060669,0.0,"Debra Lafave arrested for ""inappropriate but non-sexual contact"" with coworker. Lafave, 27, pleaded guilty in November 2005 to having sex with a 14-year-old boy. She was sentenced to three years under house arrest and seven years of probation. ""I can only characterize this as somewhat of a bizarre and unusual violation"""
388,0.9546273946762085,0.0,"Delta cancellations will affect flights up until early Friday. American Airlines cancels 132 of its estimated 2,300 flights scheduled for Thursday. The cancellations forced dozens of people to spend the night in the atrium of Atlanta's airport. This latest round of inspections was prompted by questions raised by the FAA and American safety officials."
389,0.9310163259506226,0.12,"NEW: Four crew members confirmed dead, one still missing, Coast Guard says. NEW: Company identifies dead as Captain Eric Peter Jacobsen, Chief Engineer Daniel Cook, Mate David Silveira and Crewman Byron Carrillo. Vessel reported water was leaking into steering gear compartment about 2:50 a.m. Sunday. The 180-foot processing trawler was about 120 miles west of Dutch Harbor."
391,0.9380778074264526,0.0,CNN Student News: Gadget Gifts and Tech in the Classroom. A college professor finds a way for his students to listen to his lectures even when they're not in the classroom. We talk to students and experts to find out some of the ways technology is being used in schools.
392,0.9480166435241699,0.12,"NEW: U.N. secretary-general condemns ""abjectly cowardly strike"" Two suspected car bombs strike Algiers within 10 minutes of each other. Algerian Interior Minister blames a militant Islamic group with ties to al Qaeda. Al Qaeda Islamic Maghreb claims responsibility for the attacks."
393,0.969639778137207,0.12,"Four people accused of setting fire to Michigan State University building in 1999. Fire caused more than $1 million in damage to facilities, loss of research records. Michigan State Police Chief James Dunlap calls case ""significant act of domestic terrorism"" ""It was an assault on the core value of free and open inquiry at a research university"""
395,0.8374956846237183,0.0,"Kevin Brown, a Jamaican national, caught the attention of an air safety officer. Brown was arrested on charges of carrying a weapon or explosives onto a plane. ""He looked rather crazy,"" a passenger told CNN affiliate WKMG. Brown is scheduled for an initial appearance in federal court on Wednesday."
396,0.8895807862281799,0.0,A380 superjumbo bound for Sydney comes loose from a tow truck and rolls onto grass. No-one injured in incident involving the world's biggest airliner. Singapore Airlines was the first carrier in the world to operate the double-decker aircraft. Most passengers departed for Sydney on a new flight early Friday morning.
397,0.9773029088973999,0.0,"NEW: Dalai Lama says he does not seek the separation of Tibet. NEW: He says he has no desire to ""sabotage"" the Olympic games. China has blamed followers of the Dalai Lama for instigating the unrest. President Bush said Friday he ""urged restraint"" during a phone conversation."
398,0.9830081462860107,0.0,"The gray wolf was removed from the Endangered Species Act's ""threatened"" list. The decision has stoked controversy among environmentalists and ranchers. The wolves were eliminated from Yellowstone decades ago before being reintroduced. There are now more than 1,500 wolves across Wyoming, Idaho and Montana."
399,0.978886604309082,0.12,"NEW: House votes 227-183 to give concurrence to the bill. NEW: House Minority Leader John Boehner: ""America will be the safer for it"" Measure would temporarily expand government's power to conduct electronic surveillance. Measure would authorize NSA to intercept communications between U.S. and foreign targets."
400,0.9775346517562866,0.0,"Cuba's government believes its citizens are not working hard enough. Salaries average about $15 per month on the island, and Cubans get monthly food rations. The black market is so widespread that Cubans have coined a special term for breaking the law. Raul Castro has said the country must become more productive."
401,0.9700117111206055,0.12,"A team found the gold necklace near Lake Titicaca in Peru. It's 4,000 years old -- 600 years older than any other gold jewelry discovered in the Western Hemisphere. Find is important because it signals the early emergence of a desire for status among people who lived as relative equals without a formal leadership system."
402,0.9438195824623108,0.0,"Bolivian President Evo Morales plans to sign legislation scheduling referendum. The proposed constitution would strengthen the country's indigenous majority. It has faced fierce opposition from nonindigenous Bolivians. Congress made its decision to hold a referendum ""with a reduced presence of opposition lawmakers"""
403,0.9849050641059875,0.12,"B-2 stealth bomber crashes early Saturday morning local time in Guam. Two pilots ejected from the bomber and were in good condition afterward. Crash is the second in three days of an Air Force craft. On Wednesday, two F-15C jets collided during a training exercise."
404,0.9464045166969299,0.0,"Paint sealant, fabric protection/leather care, extended warranties, rust/underbody coatings, anti-theft systems. Some of these extras have real value and are probably worth adding. If you eat in your car, consider fabric or leather protections."
405,0.8760789036750793,0.0,"Jeff Donohoo, 36, is a cafeteria worker at a hospital in Chattanooga, Tennessee. He was diagnosed with autism when he was in his freshman year of high school. ""Jeff has a social problem, not a mental problem,"" his mother says. Today, interacting with people is easier for him than it once was."
407,0.9694591760635376,0.12,"A Chinese couple tried to name their baby ""@,"" claiming the character echoed their love for the child. Chinese has no alphabet and instead uses tens of thousands of multi-stroke characters. Earlier this year the government announced a ban on names using Arabic numerals, foreign languages and symbols."
408,0.954468309879303,0.0,"Miami ranks as the worst city for most aggressive drivers for the second straight year. AAA Foundation for Traffic Safety studied more than 10,000 incidents of road rage. At least 218 people were killed and another 12,610 injured when drivers got angry. AAA offers a three-step plan to avoid becoming a victim of aggressive driving."
409,0.9826969504356384,0.0,"Courtney Larrell Lockhart's mother says she's sorry for victim's family's suffering. Lockhart, 23, is charged with capital murder, robbery, kidnapping, attempted rape. Lauren Burk, 18, of Marietta, Georgia, was found shot Tuesday night near campus. Memorial services for Burk were held Saturday and Sunday."
410,0.9853721261024475,0.5,"Former cave-dweller claims two women died and were buried inside. Vitaly Nedogon relayed his claims to Russian TV journalists. Officials believe 11 people are left in the cave, but only nine will be alive. The cave ordeal began when the group's leader told followers to hide themselves."
412,0.993603527545929,0.0,"Refugees International says U.S., Iraq not doing enough to help internally displaced. Social services being provided by ""militias of all denominations"" that want to build groups. Muqtada al-Sadr's political movement using Hezbollah model to set itself up."
413,0.9885755181312561,0.0,"Iowa is one of the most evenly divided states in the nation. The central part of the state is Iowa's most Democratic area. Western Iowa, on the other hand, is home to the most Republicans. The support of Iowa's largest newspaper may also play a role in Thursday's caucuses."
